libraryId	cutoffTPM	proportionGenicPresent	numberGenicPresent	numberGenic	proportionCodingPresent	numberPresentCoding	numberCoding	proportionIntergenicPresent	numberIntergenicPresent	numberIntergenic	approach	cutoff	mean	standard_deviation
ERX016340	1.60055	15.888406293366	8816	55487	36.6019328956966	8029	21936	0.16010246557797	50	31230	pValueCutoff	0.001	0.0461606375881478	3.15008314616068
ERX016340	0.666505	20.3453061077369	11289	55487	44.9990882567469	9871	21936	0.451488952929875	141	31230	pValueCutoff	0.01	0.0461606375881478	3.15008314616068
ERX016340	0.304784	24.1353830626994	13392	55487	51.6229029905179	11324	21936	1.0726865193724	335	31230	pValueCutoff	0.05	0.0461606375881478	3.15008314616068
ERX016340	0.30346	24.1552075260872	13403	55487	51.6593727206419	11332	21936	1.07588856868396	336	31230	qValueCutoff	0.05	NA	NA
ERX1174307	0.7193022	24.2669454106367	13465	55487	50.7613056163384	11135	21936	0.384245917387128	120	31230	pValueCutoff	0.001	0.00974887079909078	4.0214995967164
ERX1174307	0.248339	29.4663614900788	16350	55487	57.9093727206419	12703	21936	1.45693243675953	455	31230	pValueCutoff	0.01	0.00974887079909078	4.0214995967164
ERX1174307	0.0962049	34.7234487357399	19267	55487	64.3508388037929	14116	21936	4.28113992955492	1337	31230	pValueCutoff	0.05	0.00974887079909078	4.0214995967164
ERX1174307	0.270417	29.0356299673797	16111	55487	57.3851203501094	12588	21936	1.30003202049312	406	31230	qValueCutoff	0.05	NA	NA
ERX1174311	0.560317	24.0164362823724	13326	55487	50.191466083151	11010	21936	0.448286903618316	140	31230	pValueCutoff	0.001	0.00689735272700125	4.14947854767313
ERX1174311	0.18912	29.2915457674771	16253	55487	57.1845368344274	12544	21936	1.48895292987512	465	31230	pValueCutoff	0.01	0.00689735272700125	4.14947854767313
ERX1174311	0.071648	34.817164380846	19319	55487	63.6943836615609	13972	21936	4.42523214857509	1382	31230	pValueCutoff	0.05	0.00689735272700125	4.14947854767313
ERX1174311	0.209601	28.725647448952	15939	55487	56.4551422319475	12384	21936	1.32885046429715	415	31230	qValueCutoff	0.05	NA	NA
ERX1174315	0.534964	24.0092273865951	13322	55487	50.1777899343545	11007	21936	0.464297150176113	145	31230	pValueCutoff	0.001	0.00677320011074233	4.11177557363701
ERX1174315	0.1816629	29.2663146322562	16239	55487	57.2438001458789	12557	21936	1.43131604226705	447	31230	pValueCutoff	0.01	0.00677320011074233	4.11177557363701
ERX1174315	0.0693257	34.7594932146269	19287	55487	63.8995258935084	14017	21936	4.34197886647454	1356	31230	pValueCutoff	0.05	0.00677320011074233	4.11177557363701
ERX1174315	0.197427	28.8716275884441	16020	55487	56.678519328957	12433	21936	1.31924431636247	412	31230	qValueCutoff	0.05	NA	NA
ERX1174323	0.50424	23.7623227062195	13185	55487	49.735594456601	10910	21936	0.438680755683638	137	31230	pValueCutoff	0.001	0.00658791584894964	4.07026480517393
ERX1174323	0.172743	28.6409429235677	15892	55487	56.450583515682	12383	21936	1.47614473262888	461	31230	pValueCutoff	0.01	0.00658791584894964	4.07026480517393
ERX1174323	0.0663097	33.7340277902932	18718	55487	62.645878920496	13742	21936	4.3611911623439	1362	31230	pValueCutoff	0.05	0.00658791584894964	4.07026480517393
ERX1174323	0.195055	28.0660334853209	15573	55487	55.775893508388	12235	21936	1.28402177393532	401	31230	qValueCutoff	0.05	NA	NA
ERX1174327	0.50188945	23.9533584443203	13291	55487	49.7857403355215	10921	21936	0.445084854306756	139	31230	pValueCutoff	0.001	0.00672066009407972	4.03663023719264
ERX1174327	0.172731	29.0085966082145	16096	55487	56.7833698030635	12456	21936	1.4665385846942	458	31230	pValueCutoff	0.01	0.00672066009407972	4.03663023719264
ERX1174327	0.0667366	34.4206751130896	19099	55487	63.5302698760029	13936	21936	4.25552353506244	1329	31230	pValueCutoff	0.05	0.00672066009407972	4.03663023719264
ERX1174327	0.191339	28.4895561122425	15808	55487	56.0995623632385	12306	21936	1.27441562600064	398	31230	qValueCutoff	0.05	NA	NA
ERX2187489	0.415665	23.7965649611621	13204	55487	52.3705324580598	11488	21936	0.323406980467499	101	31230	pValueCutoff	0.001	0.0100054033449056	3.33967306959065
ERX2187489	0.1654706	28.2967181501973	15701	55487	58.2056892778993	12768	21936	0.947806596221582	296	31230	pValueCutoff	0.01	0.0100054033449056	3.33967306959065
ERX2187489	0.0727466	32.1841151981545	17858	55487	62.7142596644785	13757	21936	2.58725584373999	808	31230	pValueCutoff	0.05	0.0100054033449056	3.33967306959065
ERX2187489	0.130839	29.5042081929101	16371	55487	59.6827133479212	13092	21936	1.24879923150817	390	31230	qValueCutoff	0.05	NA	NA
ERX2187490	0.4486901	23.4739668751239	13025	55487	51.7642231947484	11355	21936	0.294588536663465	92	31230	pValueCutoff	0.001	0.0101240871351601	3.4105125901372
ERX2187490	0.175764	28.0984735163191	15591	55487	58.0187819110139	12727	21936	0.822926673070765	257	31230	pValueCutoff	0.01	0.0101240871351601	3.4105125901372
ERX2187490	0.0761998	31.8218681853407	17657	55487	62.582056892779	13728	21936	2.15497918667947	673	31230	pValueCutoff	0.05	0.0101240871351601	3.4105125901372
ERX2187490	0.115862	30.0304575846595	16663	55487	60.3346097738877	13235	21936	1.32564841498559	414	31230	qValueCutoff	0.05	NA	NA
ERX2187491	0.4466471	21.1527024348045	11737	55487	45.9974471188913	10090	21936	0.16010246557797	50	31230	pValueCutoff	0.001	0.0100797932471774	3.41026601985092
ERX2187491	0.17496	26.0277182042641	14442	55487	54.0937272064187	11866	21936	0.598783221261607	187	31230	pValueCutoff	0.01	0.0100797932471774	3.41026601985092
ERX2187491	0.0758449	29.540252671797	16391	55487	59.5140408460977	13055	21936	1.48895292987512	465	31230	pValueCutoff	0.05	0.0100797932471774	3.41026601985092
ERX2187491	0.0838341	29.1545767477067	16177	55487	58.9214077315828	12925	21936	1.31924431636247	412	31230	qValueCutoff	0.05	NA	NA
SRX080232	3.05229	9.58422693603907	5318	55487	22.6568198395332	4970	21936	0.163304514889529	51	31230	pValueCutoff	0.001	0.0229956776529511	4.86169596626699
SRX080232	0.910665	15.203561194514	8436	55487	35.5169584245077	7791	21936	0.675632404739033	211	31230	pValueCutoff	0.01	0.0229956776529511	4.86169596626699
SRX080232	0.3099657	19.7361544145476	10951	55487	45.3592268417214	9950	21936	1.79634966378482	561	31230	pValueCutoff	0.05	0.0229956776529511	4.86169596626699
SRX080232	0.817845	15.6811505397661	8701	55487	36.5745805981036	8023	21936	0.736471341658662	230	31230	qValueCutoff	0.05	NA	NA
SRX081917	0.645395	25.8583091534954	14348	55487	54.2076951130562	11891	21936	0.48030739673391	150	31230	pValueCutoff	0.001	0.0177277760438148	3.20025080867015
SRX081917	0.2654172	31.0631319047705	17236	55487	59.3681619256017	13023	21936	1.482548831252	463	31230	pValueCutoff	0.01	0.0177277760438148	3.20025080867015
SRX081917	0.120128	35.8948942995657	19917	55487	63.5348285922684	13937	21936	4.11783541466539	1286	31230	pValueCutoff	0.05	0.0177277760438148	3.20025080867015
SRX081917	0.28603	30.6450159496819	17004	55487	58.9897884755653	12940	21936	1.32564841498559	414	31230	qValueCutoff	0.05	NA	NA
SRX081918	0.665149	25.8889469605493	14365	55487	56.1998541210795	12328	21936	0.342619276336856	107	31230	pValueCutoff	0.001	0.0225425391783348	2.98983256780769
SRX081918	0.288241	30.8288427920053	17106	55487	61.9575127644055	13591	21936	1.00864553314121	315	31230	pValueCutoff	0.01	0.0225425391783348	2.98983256780769
SRX081918	0.1366795	34.9234955935625	19378	55487	66.5344638949672	14595	21936	2.70573166826769	845	31230	pValueCutoff	0.05	0.0225425391783348	2.98983256780769
SRX081918	0.247807	31.7263503162903	17604	55487	62.901167031364	13798	21936	1.24559718219661	389	31230	qValueCutoff	0.05	NA	NA
SRX081919	0.706998	25.1536395912556	13957	55487	53.2731582786287	11686	21936	0.441882804995197	138	31230	pValueCutoff	0.001	0.01890838834286	3.2278542983575
SRX081919	0.288916	30.1385910213203	16723	55487	58.6296498905908	12861	21936	1.40569964777458	439	31230	pValueCutoff	0.01	0.01890838834286	3.2278542983575
SRX081919	0.129983	34.7991421414025	19309	55487	62.9239606126915	13803	21936	3.88728786423311	1214	31230	pValueCutoff	0.05	0.01890838834286	3.2278542983575
SRX081919	0.321108	29.4717681619118	16353	55487	57.9412837345004	12710	21936	1.24239513288505	388	31230	qValueCutoff	0.05	NA	NA
SRX1038930	0.415676	24.9878349883757	13865	55487	53.1409555069292	11657	21936	0.422670509125841	132	31230	pValueCutoff	0.001	0.0053324799562506	4.09440891270991
SRX1038930	0.141656	29.4555481464127	16344	55487	58.7937636761488	12897	21936	1.41850784502081	443	31230	pValueCutoff	0.01	0.0053324799562506	4.09440891270991
SRX1038930	0.0541893	34.2044082397679	18979	55487	64.3006929248724	14105	21936	3.82004482869036	1193	31230	pValueCutoff	0.05	0.0053324799562506	4.09440891270991
SRX1038930	0.147088	29.2645124083119	16238	55487	58.5795040116703	12850	21936	1.34806276016651	421	31230	qValueCutoff	0.05	NA	NA
SRX1603066	1.17605	25.8655180492728	14352	55487	56.9748358862144	12498	21936	0.272174191482549	85	31230	pValueCutoff	0.001	0.0181893909207202	3.85394699693952
SRX1603066	0.419619	32.3751509362553	17964	55487	63.8812910284464	14013	21936	1.24879923150817	390	31230	pValueCutoff	0.01	0.0181893909207202	3.85394699693952
SRX1603066	0.167351	38.7117703245805	21480	55487	68.877644055434	15109	21936	4.45725264169068	1392	31230	pValueCutoff	0.05	0.0181893909207202	3.85394699693952
SRX1603066	0.337202	33.8511723466758	18783	55487	65.1440554339898	14290	21936	1.69068203650336	528	31230	qValueCutoff	0.05	NA	NA
SRX1603067	1.4205	25.3050264025808	14041	55487	55.97647702407	12279	21936	0.291386487351905	91	31230	pValueCutoff	0.001	0.0215925954865399	3.87541227508288
SRX1603067	0.50464	31.8020437219529	17646	55487	62.9969000729395	13819	21936	1.29362792187	404	31230	pValueCutoff	0.01	0.0215925954865399	3.87541227508288
SRX1603067	0.200461	38.3098743849911	21257	55487	68.1983953318745	14960	21936	4.72942683317323	1477	31230	pValueCutoff	0.05	0.0215925954865399	3.87541227508288
SRX1603067	0.428144	33.022149332276	18323	55487	64.0362873814734	14047	21936	1.66506564201089	520	31230	qValueCutoff	0.05	NA	NA
SRX1603116	0.51153	25.9988826211545	14426	55487	56.1907366885485	12326	21936	0.358629522894653	112	31230	pValueCutoff	0.001	0.00878661923292844	3.7247181516753
SRX1603116	0.187261	32.0813884333267	17801	55487	62.5045587162655	13711	21936	1.37367915465898	429	31230	pValueCutoff	0.01	0.00878661923292844	3.7247181516753
SRX1603116	0.0764359	38.3441166399337	21276	55487	67.9567833698031	14907	21936	4.64297150176113	1450	31230	pValueCutoff	0.05	0.00878661923292844	3.7247181516753
SRX1603116	0.186761	32.1084217924919	17816	55487	62.5227935813275	13715	21936	1.37688120397054	430	31230	qValueCutoff	0.05	NA	NA
SRX1603117	0.554781	26.2223583902536	14550	55487	56.559992706054	12407	21936	0.304194684598143	95	31230	pValueCutoff	0.001	0.00916322640483861	3.7723553058125
SRX1603117	0.201187	32.3445131292014	17947	55487	62.782640408461	13772	21936	1.31284021773935	410	31230	pValueCutoff	0.01	0.00916322640483861	3.7723553058125
SRX1603117	0.0814018	38.7388036837457	21495	55487	68.120897155361	14943	21936	4.44444444444444	1388	31230	pValueCutoff	0.05	0.00916322640483861	3.7723553058125
SRX1603117	0.1902748	32.7662335321787	18181	55487	63.1564551422319	13854	21936	1.40569964777458	439	31230	qValueCutoff	0.05	NA	NA
SRX1603153	2.94585	14.1907113377908	7874	55487	32.5537928519329	7141	21936	0.259365994236311	81	31230	pValueCutoff	0.001	0.0139998753453432	5.6445309751639
SRX1603153	0.785077	16.9138717176996	9385	55487	35.7768052516411	7848	21936	1.06308037143772	332	31230	pValueCutoff	0.01	0.0139998753453432	5.6445309751639
SRX1603153	0.241413	19.8983545695388	11041	55487	37.9604303428155	8327	21936	3.44220300992635	1075	31230	pValueCutoff	0.05	0.0139998753453432	5.6445309751639
SRX1603153	1.13934	16.1028709427433	8935	55487	35.0154996353027	7681	21936	0.733269292347102	229	31230	qValueCutoff	0.05	NA	NA
SRX1603154	2.09211	15.6378971651017	8677	55487	35.7768052516411	7848	21936	0.21453730387448	67	31230	pValueCutoff	0.001	0.0119896440719953	5.31259710425246
SRX1603154	0.583668	18.3394308576784	10176	55487	38.6715900802334	8483	21936	0.979827089337176	306	31230	pValueCutoff	0.01	0.0119896440719953	5.31259710425246
SRX1603154	0.187013	21.3275181574062	11834	55487	40.6865426695842	8925	21936	3.07396733909702	960	31230	pValueCutoff	0.05	0.0119896440719953	5.31259710425246
SRX1603154	0.692474	17.9861949645863	9980	55487	38.3980671043034	8423	21936	0.816522574447647	255	31230	qValueCutoff	0.05	NA	NA
SRX1603156	0.458112	26.7287833186152	14831	55487	58.0643690736689	12737	21936	0.26577009285943	83	31230	pValueCutoff	0.001	0.00959465155204687	3.49312307113666
SRX1603156	0.1761643	32.3210842179249	17934	55487	63.6123267687819	13954	21936	1.13352545629203	354	31230	pValueCutoff	0.01	0.00959465155204687	3.49312307113666
SRX1603156	0.0750921	37.9296051327338	21046	55487	68.394420131291	15003	21936	4.19788664745437	1311	31230	pValueCutoff	0.05	0.00959465155204687	3.49312307113666
SRX1603156	0.160623	32.9644781660569	18291	55487	64.1411378555799	14070	21936	1.33525456292027	417	31230	qValueCutoff	0.05	NA	NA
SRX1603157	0.4427972	26.712563303116	14822	55487	57.6404084609774	12644	21936	0.284982388728786	89	31230	pValueCutoff	0.001	0.00789966492054145	3.67984184130298
SRX1603157	0.163775	32.7482112927352	18171	55487	63.7126185266229	13976	21936	1.2776176753122	399	31230	pValueCutoff	0.01	0.00789966492054145	3.67984184130298
SRX1603157	0.0673772	38.7189792203579	21484	55487	68.485594456601	15023	21936	4.447646493756	1389	31230	pValueCutoff	0.05	0.00789966492054145	3.67984184130298
SRX1603157	0.133973	34.0620325481644	18900	55487	64.8112691466083	14217	21936	1.72270252961896	538	31230	qValueCutoff	0.05	NA	NA
SRX1603263	0.4611492	26.2097428226431	14543	55487	57.0660102115244	12518	21936	0.297790585975024	93	31230	pValueCutoff	0.001	0.00838077454501988	3.65772853236911
SRX1603263	0.171306	31.859714888172	17678	55487	62.5	13710	21936	1.25200128081972	391	31230	pValueCutoff	0.01	0.00838077454501988	3.65772853236911
SRX1603263	0.0707492	37.6016003748626	20864	55487	67.2957695113056	14762	21936	4.44444444444444	1388	31230	pValueCutoff	0.05	0.00838077454501988	3.65772853236911
SRX1603263	0.142724	33.0113359886099	18317	55487	63.4573304157549	13920	21936	1.62023695164906	506	31230	qValueCutoff	0.05	NA	NA
SRX1603264	0.425671	27.3361327878602	15168	55487	58.7709700948213	12892	21936	0.304194684598143	95	31230	pValueCutoff	0.001	0.00814802552590645	3.59649874770886
SRX1603264	0.16005	33.3465496422586	18503	55487	64.6653902261123	14185	21936	1.26480947806596	395	31230	pValueCutoff	0.01	0.00814802552590645	3.59649874770886
SRX1603264	0.0669079	39.4416710220412	21885	55487	69.4201312910284	15228	21936	4.51168747998719	1409	31230	pValueCutoff	0.05	0.00814802552590645	3.59649874770886
SRX1603264	0.129358	34.8009443653468	19310	55487	65.7275711159737	14418	21936	1.74191482548831	544	31230	qValueCutoff	0.05	NA	NA
SRX191151	0.422474	24.6219835276731	13662	55487	52.8491976659373	11593	21936	0.272174191482549	85	31230	pValueCutoff	0.001	0.00795290651867248	3.61567027707604
SRX191151	0.158227	29.4969992971327	16367	55487	59.0672866520788	12957	21936	1.08549471661864	339	31230	pValueCutoff	0.01	0.00795290651867248	3.61567027707604
SRX191151	0.0658927	34.0187791735001	18876	55487	63.6852662290299	13970	21936	3.27569644572526	1023	31230	pValueCutoff	0.05	0.00795290651867248	3.61567027707604
SRX191151	0.1350447	30.2593400255916	16790	55487	59.8878555798687	13137	21936	1.27121357668908	397	31230	qValueCutoff	0.05	NA	NA
SRX196268	0.599904	23.5929136554508	13091	55487	48.2175419401896	10577	21936	0.454691002241434	142	31230	pValueCutoff	0.001	0.0101919593978891	3.73845562741632
SRX196268	0.219059	29.0752788941554	16133	55487	54.7820933625091	12017	21936	1.52417547230227	476	31230	pValueCutoff	0.01	0.0101919593978891	3.73845562741632
SRX196268	0.0891893	34.7234487357399	19267	55487	59.9288840262582	13146	21936	4.54370797310279	1419	31230	pValueCutoff	0.05	0.0101919593978891	3.73845562741632
SRX196268	0.2197619	29.0608611026006	16125	55487	54.7684172137126	12014	21936	1.51136727505604	472	31230	qValueCutoff	0.05	NA	NA
SRX196276	0.571815	24.8905148953809	13811	55487	51.2217359591539	11236	21936	0.336215177713737	105	31230	pValueCutoff	0.001	0.00808353465358065	3.967243149847
SRX196276	0.199625	30.6324003820715	16997	55487	57.5993800145879	12635	21936	1.28402177393532	401	31230	pValueCutoff	0.01	0.00808353465358065	3.967243149847
SRX196276	0.0779961	36.2174923856038	20096	55487	62.6686725018235	13747	21936	4.43804034582133	1386	31230	pValueCutoff	0.05	0.00808353465358065	3.967243149847
SRX196276	0.171624	31.5064789950799	17482	55487	58.4655361050328	12825	21936	1.60742875440282	502	31230	qValueCutoff	0.05	NA	NA
SRX196285	2.104785	18.3069908266801	10158	55487	43.0981035740336	9454	21936	0.21133525456292	66	31230	pValueCutoff	0.001	0.0349129778705756	3.76523466008535
SRX196285	0.763081	22.4250725395138	12443	55487	50.1960247994165	11011	21936	0.707652897854627	221	31230	pValueCutoff	0.01	0.0349129778705756	3.76523466008535
SRX196285	0.309215	26.4692630706292	14687	55487	55.2835521517141	12127	21936	2.0268972142171	633	31230	pValueCutoff	0.05	0.0349129778705756	3.76523466008535
SRX196285	0.545752	23.9191161893777	13272	55487	52.2975929978118	11472	21936	1.00544348382965	314	31230	qValueCutoff	0.05	NA	NA
SRX211608	0.839282	23.5100113540108	13045	55487	51.0074762946754	11189	21936	0.294588536663465	92	31230	pValueCutoff	0.001	0.02484905114219	3.12314186182361
SRX211608	0.351505	27.5307729738497	15276	55487	56.532640408461	12401	21936	0.915786103105988	286	31230	pValueCutoff	0.01	0.02484905114219	3.12314186182361
SRX211608	0.161826	30.7982049849514	17089	55487	60.5579868708972	13284	21936	2.52961895613192	790	31230	pValueCutoff	0.05	0.02484905114219	3.12314186182361
SRX211608	0.304455	28.1795735938148	15636	55487	57.2939460247994	12568	21936	1.11431316042267	348	31230	qValueCutoff	0.05	NA	NA
SRX211609	0.803725	24.2182853641393	13438	55487	52.0970094821298	11428	21936	0.333013128402177	104	31230	pValueCutoff	0.001	0.021721675602037	3.21714782115936
SRX211609	0.3292512	28.4679294249103	15796	55487	57.4124726477024	12594	21936	1.05027217419148	328	31230	pValueCutoff	0.01	0.021721675602037	3.21714782115936
SRX211609	0.1484787	32.072377313605	17796	55487	61.6384026258206	13521	21936	2.965097662504	926	31230	pValueCutoff	0.05	0.021721675602037	3.21714782115936
SRX211609	0.310314	28.7418674644511	15948	55487	57.7042304886944	12658	21936	1.13992955491515	356	31230	qValueCutoff	0.05	NA	NA
SRX211610	0.878524	24.081316344369	13362	55487	51.6320204230489	11326	21936	0.37143772014089	116	31230	pValueCutoff	0.001	0.02337683154467	3.23317657264932
SRX211610	0.3585964	28.4408960657451	15781	55487	57.1936542669584	12546	21936	1.05347422350304	329	31230	pValueCutoff	0.01	0.02337683154467	3.23317657264932
SRX211610	0.161097	32.3012597545371	17923	55487	61.5609044493071	13504	21936	3.17323086775536	991	31230	pValueCutoff	0.05	0.02337683154467	3.23317657264932
SRX211610	0.349382	28.5472272784616	15840	55487	57.3395331874544	12578	21936	1.09189881524175	341	31230	qValueCutoff	0.05	NA	NA
SRX219281	0.5912422	22.5692504550615	12523	55487	50.4786652078775	11073	21936	0.441882804995197	138	31230	pValueCutoff	0.001	0.00696862690607798	4.2082148012159
SRX219281	0.197304935207	27.6389064105106	15336	55487	56.9474835886214	12492	21936	1.53698366954851	480	31230	pValueCutoff	0.01	0.00696862690607798	4.2082148012159
SRX219281	0.074081	32.975291509723	18297	55487	61.9483953318745	13589	21936	4.70381043868076	1469	31230	pValueCutoff	0.05	0.00696862690607798	4.2082148012159
SRX219281	0.2124143	27.2478238145872	15119	55487	56.505288110868	12395	21936	1.39289145052834	435	31230	qValueCutoff	0.05	NA	NA
SRX262967	0.358408	25.1175951123687	13937	55487	51.0530634573304	11199	21936	0.595581171950048	186	31230	pValueCutoff	0.001	0.0073072921341916	3.52407957517655
SRX262967	0.1368915	30.4359579721376	16888	55487	56.9748358862144	12498	21936	1.78354146653858	557	31230	pValueCutoff	0.01	0.0073072921341916	3.52407957517655
SRX262967	0.0580378	35.8354209094022	19884	55487	62.089715536105	13620	21936	4.72942683317323	1477	31230	pValueCutoff	0.05	0.0073072921341916	3.52407957517655
SRX262967	0.1544551	29.7619262169517	16514	55487	56.286469730124	12347	21936	1.53698366954851	480	31230	qValueCutoff	0.05	NA	NA
SRX262972	0.335729	25.337466433579	14059	55487	51.4998176513494	11297	21936	0.624399615754083	195	31230	pValueCutoff	0.001	0.0073031411991129	3.45069443483054
SRX262972	0.1302806	30.4738046749689	16909	55487	57.2255652808169	12553	21936	1.7899455651617	559	31230	pValueCutoff	0.01	0.0073031411991129	3.45069443483054
SRX262972	0.0560224	35.8678609404005	19902	55487	62.217359591539	13648	21936	4.55971821966058	1424	31230	pValueCutoff	0.05	0.0073031411991129	3.45069443483054
SRX262972	0.1475961	29.7925640240056	16531	55487	56.4733770970095	12388	21936	1.52097342299071	475	31230	qValueCutoff	0.05	NA	NA
SRX2751106	2.101868	16.8489916557031	9349	55487	38.9177607585704	8537	21936	0.124879923150817	39	31230	pValueCutoff	0.001	0.028333033859914	4.02932034612811
SRX2751106	0.724922	22.4268747634581	12444	55487	48.1400437636761	10560	21936	0.810118475824528	253	31230	pValueCutoff	0.01	0.028333033859914	4.02932034612811
SRX2751106	0.280506	27.9272622416061	15496	55487	54.7729759299781	12015	21936	3.0995837335895	968	31230	pValueCutoff	0.05	0.028333033859914	4.02932034612811
SRX2751106	0.688545	22.6827905635554	12586	55487	48.5001823486506	10639	21936	0.874159462055716	273	31230	qValueCutoff	0.05	NA	NA
SRX2751107	1.71068	16.8580027754249	9354	55487	38.8767323121809	8528	21936	0.15690041626641	49	31230	pValueCutoff	0.001	0.0226032932609899	4.05515051265952
SRX2751107	0.587043	22.3890280606268	12423	55487	48.2038657913931	10574	21936	0.890169708613513	278	31230	pValueCutoff	0.01	0.0226032932609899	4.05515051265952
SRX2751107	0.226251	27.8191288049453	15436	55487	54.6134208606856	11980	21936	3.13480627601665	979	31230	pValueCutoff	0.05	0.0226032932609899	4.05515051265952
SRX2751107	0.5777218	22.4899526015103	12479	55487	48.3406272793581	10604	21936	0.90617995517131	283	31230	qValueCutoff	0.05	NA	NA
SRX2751108	1.60309	17.1643808459639	9524	55487	39.4602479941648	8656	21936	0.147294268331732	46	31230	pValueCutoff	0.001	0.0200794726778018	4.12571266975966
SRX2751108	0.54324	23.0612575918684	12796	55487	48.9195842450766	10731	21936	0.899775856548191	281	31230	pValueCutoff	0.01	0.0200794726778018	4.12571266975966
SRX2751108	0.2066471	28.4823472164651	15804	55487	55.2014952589351	12109	21936	3.3205251360871	1037	31230	pValueCutoff	0.05	0.0200794726778018	4.12571266975966
SRX2751108	0.5251736	23.225259970804	12887	55487	49.1520787746171	10782	21936	0.944604546910022	295	31230	qValueCutoff	0.05	NA	NA
SRX2751109	1.369998	17.8257970335394	9891	55487	41.0557986870897	9006	21936	0.140890169708614	44	31230	pValueCutoff	0.001	0.0196760755569075	3.94688045084619
SRX2751109	0.480146	23.2108421792492	12879	55487	49.626185266229	10886	21936	0.784502081332052	245	31230	pValueCutoff	0.01	0.0196760755569075	3.94688045084619
SRX2751109	0.188265	28.3850271234704	15750	55487	55.70295404814	12219	21936	2.98751200768492	933	31230	pValueCutoff	0.05	0.0196760755569075	3.94688045084619
SRX2751109	0.434616	23.7965649611621	13204	55487	50.355579868709	11046	21936	0.941402497598463	294	31230	qValueCutoff	0.05	NA	NA
SRX2751110	2.1072527	15.4847081298322	8592	55487	35.6400437636761	7818	21936	0.192122958693564	60	31230	pValueCutoff	0.001	0.0258133492256285	4.15576279597729
SRX2751110	0.709887	21.3112981419071	11825	55487	45.7603938730853	10038	21936	0.890169708613513	278	31230	pValueCutoff	0.01	0.0258133492256285	4.15576279597729
SRX2751110	0.26892	26.6945410636726	14812	55487	52.9859591539023	11623	21936	3.19244316362472	997	31230	pValueCutoff	0.05	0.0258133492256285	4.15576279597729
SRX2751110	0.743816	21.0661956854759	11689	55487	45.4230488694384	9964	21936	0.819724623759206	256	31230	qValueCutoff	0.05	NA	NA
SRX2751111	1.46549	17.6131346081064	9773	55487	40.6637490882567	8920	21936	0.163304514889529	51	31230	pValueCutoff	0.001	0.0186832317269927	4.10238623033692
SRX2751111	0.498429	23.3027556004109	12930	55487	49.9316192560175	10953	21936	0.877361511367275	274	31230	pValueCutoff	0.01	0.0186832317269927	4.10238623033692
SRX2751111	0.190474	28.7544830320616	15955	55487	56.2272064186725	12334	21936	3.27889849503682	1024	31230	pValueCutoff	0.05	0.0186832317269927	4.10238623033692
SRX2751111	0.4744002	23.573089192063	13080	55487	50.27352297593	11028	21936	0.954210694844701	298	31230	qValueCutoff	0.05	NA	NA
SRX2751112	1.622904	17.2040297727396	9546	55487	39.7064186725018	8710	21936	0.166506564201089	52	31230	pValueCutoff	0.001	0.0200250517076355	4.14540319803728
